x y z
3.947368421052631859e+00 4.473684210526315042e+00 3.559556786703601006e+01
4.473684210526315042e+00 4.473684210526315042e+00 4.002770083102491583e+01
5.000000000000000000e+00 4.473684210526315042e+00 4.501385041551245791e+01
-5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01
-4.473684210526315930e+00 5.000000000000000000e+00 4.501385041551246502e+01
-3.947368421052631859e+00 5.000000000000000000e+00 4.058171745152354504e+01
-3.421052631578947345e+00 5.000000000000000000e+00 3.670360110803324005e+01
-2.894736842105263275e+00 5.000000000000000000e+00 3.337950138504155007e+01
-2.368421052631579204e+00 5.000000000000000000e+00 3.060941828254847863e+01
-1.842105263157894690e+00 5.000000000000000000e+00 2.839335180055401509e+01
-1.315789473684210620e+00 5.000000000000000000e+00 2.673130193905817364e+01
-7.894736842105265495e-01 5.000000000000000000e+00 2.562326869806094365e+01
-2.631578947368424792e-01 5.000000000000000000e+00 2.506925207756232865e+01
2.631578947368415911e-01 5.000000000000000000e+00 2.506925207756232510e+01
7.894736842105256613e-01 5.000000000000000000e+00 2.562326869806094010e+01
1.315789473684210620e+00 5.000000000000000000e+00 2.673130193905817364e+01
1.842105263157894690e+00 5.000000000000000000e+00 2.839335180055401509e+01
2.368421052631578760e+00 5.000000000000000000e+00 3.060941828254847508e+01
2.894736842105262831e+00 5.000000000000000000e+00 3.337950138504155007e+01
3.421052631578946901e+00 5.000000000000000000e+00 3.670360110803324005e+01
3.947368421052631859e+00 5.000000000000000000e+00 4.058171745152354504e+01
4.473684210526315042e+00 5.000000000000000000e+00 4.501385041551245791e+01
5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01
